ID,FIELD MNEMONIC,FIELD DESCRIPTION,FIELD DEFINITION,UNITS,FREQUENCY,PILLAR,THEME,HISTORY,Created,YEAR,Dashboard
ES224,ELEC_GEN_CAP_THERM_COAL_LC_MW,Electricity Generation Capacity Thermal Coal/LC,Electricity generation capacity from coal in megawatts (MW).,Megawatts,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES225,ELEC_PROD_THERM_COAL_LC_GWH,Electricity Produced Thermal Coal/LC,Electricity produced in gigawatt hours (GWh) from coal capacity. This field is available for the Utilities sector.,Gigawatt Hours,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES227,ELECTRICITY_GEN_CAPACITY_TOT_MW,Electricity Generation Capacity - Total,Total electricity generation capacity of the company from all sources in megawatts (MW).,Megawatts,Annual,Environmental,Energy,From 2005,PRE-2020,current,N.A.
ES228,CO2_EM_MIL_MT_UNDER_EU_ETS,Carbon Dioxide Emissions under EU ETS,Amount of carbon dioxide emitted by company covered under the European Union Emissions Trading Scheme (EU ETS).,Million Metric Tonnes,Annual,Environmental,Climate Change,From 2005,PRE-2020,current,N.A.
ES229,N20_SCOPE_1,Nitrous Oxide (N2O) Scope 1,"Amount of scope 1 nitrous oxide (N2O) emissions of the company, in thousands of metric tonnes. Scope 1 emissions are those emitted from sources that are owned or controlled by the reporting entity. Emissions disclosed as greenhouse gas (GHG) emissions or CO2 equivalents (CO2e) will not be directly captured in this field. Where a company reports nitrous oxide emissions in carbon dioxide equivalent (CO2e), Bloomberg converts to nitrous oxide using the latest Intergovernmental Panel on Climate Change (IPCC)-approved Global Warming Potential (GWP) for a 100-year time horizon.",Thousand Metric Tonnes,Annual,Environmental,Climate Change,From 2005,PRE-2020,current,N.A.
ES230,SF6_SCOPE_1,Sulfur Hexafluoride (SF6) Scope 1,"Amount of scope 1 sulfur hexafluoride (SF6) emissions of the company, in thousands of metric tonnes. Scope 1 emissions are those emitted from sources that are owned or controlled by the reporting entity. Emissions disclosed as greenhouse gas (GHG) emissions or CO2 equivalents (CO2e) will not be directly captured in this field. Where a company reports SF6 emissions in carbon dioxide equivalent (CO2e), Bloomberg converts to SF6 using the latest Intergovernmental Panel on Climate Change (IPCC)-approved Global Warming Potential (GWP) for a 100-year time horizon.",Thousand Metric Tonnes,Annual,Environmental,Climate Change,From 2005,PRE-2020,current,N.A.
ES231,METHANE_SCOPE_1_IN_CO2_EQUIV,Methane (CH4) Scope 1 in CO2 Equivalent,"Amount of scope 1 methane (CH4) emissions of the company, in thousands of metric tonnes of carbon dioxide equivalent (CO2e). Scope 1 emissions are those emitted from sources that are owned or controlled by the reporting entity. Where a company discloses in tonnes of methane rather than CO2e, Bloomberg converts it to CO2e using the latest Intergovernmental Panel on Climate Change (IPCC)-approved Global Warming Potential (GWP) for a 100-year time horizon.",Thousand Metric Tonnes CO2e,Annual,Environmental,Climate Change,From 2005,PRE-2020,current,N.A.
ES232,N2O_SCOPE_1_IN_CO2_EQUIV,Nitrous Oxide (N2O) Scope 1 in CO2 Equivalent,"Amount of scope 1 nitrous oxide (N2O) emissions of the company, in thousands of metric tonnes of carbon dioxide equivalent (CO2e). Scope 1 emissions are those emitted from sources that are owned or controlled by the reporting entity. Where a company discloses in tonnes of nitrous oxide rather than CO2e, Bloomberg converts it to CO2e using the latest Intergovernmental Panel on Climate Change (IPCC)-approved Global Warming Potential (GWP) for a 100-year time horizon.",Thousand Metric Tonnes CO2e,Annual,Environmental,Climate Change,From 2005,PRE-2020,current,N.A.
ES233,HFC_SCOPE_1_IN_CO2_EQUIV,Hydrofluorocarbon (HFC) Scope 1 in CO2 Equivalent,"Amount of scope 1 hydrofluorocarbon (HFC) emissions of the company, in thousands of metric tonnes of carbon dioxide equivalent (CO2e). Scope 1 emissions are those emitted from sources that are owned or controlled by the reporting entity. Where a company discloses in tonnes of HFC rather than CO2e, Bloomberg converts it to CO2e using the latest Intergovernmental Panel on Climate Change (IPCC)-approved Global Warming Potential (GWP) for a 100-year time horizon.",Thousand Metric Tonnes CO2e,Annual,Environmental,Climate Change,From 2005,PRE-2020,current,N.A.
ES234,PFC_SCOPE_1_IN_CO2_EQUIV,Perfluorocarbon (PFC) Scope 1 in CO2 Equivalent,"Amount of scope 1 perfluorocarbon (PFC) emissions of the company, in thousands of metric tonnes of carbon dioxide equivalent (CO2e). Scope 1 emissions are those emitted from sources that are owned or controlled by the reporting entity. Where a company discloses in tonnes of PFC rather than CO2e, Bloomberg converts it to CO2e using the latest Intergovernmental Panel on Climate Change (IPCC)-approved Global Warming Potential (GWP) for a 100-year time horizon.",Thousand Metric Tonnes CO2e,Annual,Environmental,Climate Change,From 2005,PRE-2020,current,N.A.
ES235,SF6_SCOPE_1_IN_CO2_EQUIV,Sulfur Hexafluoride (SF6) Scope 1 CO2 Equivalent,"Amount of scope 1 sulfur hexafluoride (SF6) emissions of the company, in thousands of metric tonnes of carbon dioxide equivalent (CO2e). Scope 1 emissions are those emitted from sources that are owned or controlled by the reporting entity. Where a company discloses in tonnes of SF6 rather than CO2e, Bloomberg converts it to CO2e using the latest Intergovernmental Panel on Climate Change (IPCC)-approved Global Warming Potential (GWP) for a 100-year time horizon.",Thousand Metric Tonnes CO2e,Annual,Environmental,Climate Change,From 2005,PRE-2020,current,N.A.
ES236,PROCESS_WATER_USE,Process Water,"Amount of water used for industrial processes, in thousands of cubic meters. Excludes water used for lavatories, human consumption or landscaping.",Thousand Cubic Meters,Annual,Environmental,Natural Capital,From 2005,PRE-2020,current,N.A.
ES237,SURFACE_WATER_WITHDRAWALS,Surface Water Withdrawals,"Amount of water diverted for use by the organization from all surface freshwater sources, including but not limited to lakes, rivers, and streams, in thousands of cubic meters. Includes cooling water. This field is part of the Environmental, Social, and Governance (ESG) group of fields.",Thousand Cubic Meters,Annual,Environmental,Natural Capital,From 2005,PRE-2020,current,N.A.
ES238,GROUNDWATER_WITHDRAWALS,Groundwater Withdrawals,"Amount of water withdrawn by the organization from underground reservoirs, in thousands of cubic meters. Includes cooling water. This field is part of the Environmental, Social, and Governance (ESG) group of fields.",Thousand Cubic Meters,Annual,Environmental,Natural Capital,From 2005,PRE-2020,current,N.A.
ES239,SALT_WATER_WITHDRAWALS,Salt Water Withdrawals,"Amount of water diverted for use by the organization from brackish or salt water sources, including seawater or estuarine withdrawals, in thousands of cubic meters. Includes cooling water. This field is part of the Environmental, Social, and Governance (ESG) group of fields.",Thousand Cubic Meters,Annual,Environmental,Natural Capital,From 2005,PRE-2020,current,N.A.
ES240,MUNICIPAL_WATER_USE,Municipal Water,"Amount of water diverted for use by the organization from municipal water treatment facilities, in thousands of cubic meters. Includes cooling water. This field is part of the Environmental, Social, and Governance (ESG) group of fields.",Thousand Cubic Meters,Annual,Environmental,Natural Capital,From 2005,PRE-2020,current,N.A.
ES241,RECLAIMED_WATER_USE,Reclaimed Water,"Amount of water diverted for use by the organization which has been captured either directly or indirectly as reclaimed water, in thousands of cubic meters. Includes reclaimed cooling water, rainfall, runoff and third party gray water sources. This field is part of the Environmental, Social, and Governance (ESG) group of fields.",Thousand Cubic Meters,Annual,Environmental,Natural Capital,From 2005,PRE-2020,current,N.A.
ES242,TOTAL_WATER_RECYCLED,Total Water Recycled,"Amount of process water and cooling water used by the company's operations that was derived from internal recycling/reuse processes, in thousands of cubic meters. Includes cooling water. This field is part of the Environmental, Social, and Governance (ESG) group of fields.",Thousand Cubic Meters,Annual,Environmental,Natural Capital,From 2005,PRE-2020,current,N.A.
ES243,COD_OF_DISCHARGES,Chemical Oxygen Demand of Discharges,"Measure of the chemical oxygen demand (COD) of wastewater effluent discharged by the company, in millions of kg. High COD is a proxy of poor water quality as it measures the total quantity of oxygen required to oxidize all organic material, regardless of biological availability. This field is part of the Environmental, Social, and Governance (ESG) group of fields.",Metric Tonnes,Annual,Environmental,Natural Capital,From 2005,PRE-2020,current,N.A.
ES244,BOD_OF_DISCHARGES,Biological Oxygen Demand of Discharges,"Measure of the biological oxygen demand (BOD) of wastewater effluent discharged by the company, in millions of kg. High BOD is a proxy for diminished oxygen available to aquatic life as it measures dissolved oxygen in water that bacteria will consume while decomposing organic matter. This field is part of the Environmental, Social, and Governance (ESG) group of fields.",Metric Tonnes,Annual,Environmental,Natural Capital,From 2005,PRE-2020,current,N.A.
ES245,COOLING_WATER_INFLOW,Cooling Water Inflow,"Amount of water diverted for use by the organization for cooling purposes, in thousands of cubic meters.  This field is part of the Environmental, Social, and Governance (ESG) group of fields.",Thousand Cubic Meters,Annual,Environmental,Natural Capital,From 2005,PRE-2020,current,N.A.
ES246,COOLING_WATER_OUTFLOW,Cooling Water Outflow,"Amount of cooling water used by the company's operations that was derived from internal recycling/reuse processes, in thousands of cubic meters. This field is part of the Environmental, Social, and governance (ESG) group of fields.",Thousand Cubic Meters,Annual,Environmental,Natural Capital,From 2005,PRE-2020,current,N.A.
ES247,WATER_POLICY,Water Policy,"Indicates whether the organization has undertaken any initiatives to reduce the quantity of water used or to improve the efficiency of its processes, and whether the company is considering the potential water stress to its areas of operation.",Y/N,Annual,Environmental,Natural Capital,From 2005,PRE-2020,current,N.A.
ES248,DRILLING_WASTE,Drilling Waste,"Total amount of drilling wastes the company produces as a result of exploration and extraction processes, in thousands of metric tonnes. This field may include sand, disturbed soil, and rock for the purposes of drilling, or other oily wastes which may or may not be hazardous.",Thousand Metric Tonnes,Annual,Environmental,Natural Capital,From 2005,PRE-2020,current,N.A.
ES249,HYDROCARBON_SPILLS,Amount of Hydrocarbon Spills,"Amount of liquid petroleum hydrocarbon spilled by the company in the reporting period, in thousands of cubic meters. Field part of Environmental, Social or Governance (ESG) group of fields.",Thousand Cubic Meters,Annual,Environmental,Natural Capital,From 2005,PRE-2020,current,N.A.
ES250,PCT_OF_SUPPLIERS_IN_NON_COMPL,Percentage of Suppliers in Non-Compliance,"Percentage of suppliers identified to be in violation of the company’s existing supply chain code of conduct, following an environmental, social and governance (ESG) audit within the fiscal year. These audits would include working conditions, evidence of child labor or forced labor, modern slavery, pollution management and handling of hazardous substances among other relevant ESG criteria and can be conducted by the company or a third-party. This field does not include supplier self-audits. This field will only reflect the percentage of non-compliant suppliers based on the number of suppliers audited, not the total number of suppliers the company has.",Percentage,Annual,Social,Supply Chain,From 2005,PRE-2020,current,N.A.
ES255,GHG_SCOPE_2_MARKET_BASED,GHG Scope 2 Market-Based,"Amount of scope 2 greenhouse gas (GHG) emissions of the company, in thousands of metric tonnes of carbon dioxide equivalent (CO2e), using the market-based accounting method. Greenhouse gases are defined as those gases which contribute to the trapping of heat in the Earth's atmosphere, including carbon dioxide (CO2), methane, nitrous oxide, and others. Emissions reported as CO2 only will NOT be captured in this field. Scope 2 emissions are those emitted as a consequence of the activities of the reporting entity, but that occur at sources owned or controlled by another entity. The principle sources of scope 2 emissions are emissions from purchased electricity, steam and/or heating/cooling. The market-based method for scope 2 GHG derives emissions factors from contractual instruments.",Thousand Metric Tonnes CO2e,Annual,Environmental,Climate Change,From 2015,PRE-2020,current,N.A.
